filename,dprove,pdr,iimc,IC3
bin_libsmbsharemodes_vc6257.aig,1.51,5.28,74.89,3.53
bin_libsmbsharemodes_vc6258.aig,1.76,4.24,81.28,7.8
bin_libsmbsharemodes_vc6259.aig,1.8,1.81,69.57,1.96
bin_libsmbsharemodes_vc6260.aig,1.64,1.55,65.21,3.36
bin_libsmbsharemodes_vc6261.aig,3.09,2.67,75.38,8.96
bin_libsmbsharemodes_vc6262.aig,1.08,2.49,72.18,3.04
bin_libsmbsharemodes_vc6263.aig,3.19,2.29,55.62,6.39
bin_libsmbsharemodes_vc6264.aig,1.05,1.73,39.09,6.58
bin_libsmbsharemodes_vc6265.aig,1.21,1.31,36.94,2.01
bin_libsmbsharemodes_vc6266.aig,0.92,1.34,66.17,0.77
bin_libsmbsharemodes_vc6267.aig,2.06,1.02,60.53,2.84
bin_libsmbsharemodes_vc6268.aig,2.67,1.38,61.01,4.82
bin_libsmbsharemodes_vc6270.aig,2.16,1.1,65.27,3.0
bin_libsmbsharemodes_vc6271.aig,1.17,1.02,56.53,1.47
bin_libsmbsharemodes_vc6272.aig,0.82,0.91,51.13,1.39
bin_libsmbsharemodes_vc6273.aig,1.07,0.93,51.04,1.17
bin_libsmbsharemodes_vc6274.aig,0.73,1.24,45.15,1.06
bin_libsmbsharemodes_vc6275.aig,1.34,0.66,54.06,1.23
bin_libsmbsharemodes_vc6276.aig,1.27,1.16,71.6,2.94
bin_libsmbsharemodes_vc6277.aig,0.71,1.67,63.95,1.19
bin_libsmbsharemodes_vc6278.aig,1.04,1.08,66.58,2.83
bin_libsmbsharemodes_vc6279.aig,107.31,1.66,70.03,4.12
bin_libsmbsharemodes_vc6280.aig,0.96,3.1,69.87,4.18
bin_libsmbsharemodes_vc6281.aig,1.34,1.39,72.66,0.88
bin_libsmbsharemodes_vc6282.aig,1.18,1.15,57.76,2.65
bin_libsmbsharemodes_vc6283.aig,2.01,2.69,73.24,1.89
bin_libsmbsharemodes_vc6284.aig,1.21,1.52,64.33,1.63
bin_libsmbsharemodes_vc6285.aig,1.35,1.37,85.75,2.22
bin_libsmbsharemodes_vc6286.aig,1.26,1.2,68.59,4.43
bin_libsmbsharemodes_vc6287.aig,1.26,2.68,72.68,3.42
bin_libsmbsharemodes_vc6288.aig,1.51,1.39,92.53,5.53
bin_libsmbsharemodes_vc6289.aig,1.55,1.44,73.98,1.37
bin_libsmbsharemodes_vc6290.aig,113.25,3.02,104.72,3.21
bin_libsmbsharemodes_vc6291.aig,1.31,1.38,85.21,2.28
bin_libsmbsharemodes_vc6293.aig,0.75,1.86,88.52,2.61
bin_libsmbsharemodes_vc6294.aig,1.92,1.18,101.37,2.91
bin_libsmbsharemodes_vc6295.aig,2.45,1.71,106.42,4.07
bin_libsmbsharemodes_vc6296.aig,1.16,1.79,93.62,3.55
bin_libsmbsharemodes_vc6297.aig,1.03,1.13,102.9,3.42
bin_libsmbsharemodes_vc6298.aig,1.41,1.48,109.13,3.39
bin_libsmbsharemodes_vc6299.aig,1.35,1.18,112.73,2.43
bin_libsmbsharemodes_vc6300.aig,2.37,2.15,135.09,1.69
bin_libsmbsharemodes_vc6301.aig,71.35,0.97,112.91,1.73
bin_libsmbsharemodes_vc6302.aig,1.04,0.95,113.99,4.42
bin_libsmbsharemodes_vc6303.aig,0.94,0.98,121.47,3.91
bin_libsmbsharemodes_vc6305.aig,1.84,2.05,151.9,1.52
bin_libsmbsharemodes_vc6307.aig,1.73,1.15,172.02,2.14
bin_libsmbsharemodes_vc6308.aig,1.66,2.3,146.47,1.83
bin_libsmbsharemodes_vc6309.aig,0.74,1.27,155.33,1.13
bin_libsmbsharemodes_vc6310.aig,22.7,1.63,129.59,1.02
bin_libsmbsharemodes_vc6311.aig,1.75,0.52,151.06,3.23
bin_libsmbsharemodes_vc6312.aig,1.68,1.69,147.9,1.57
bin_libsmbsharemodes_vc6313.aig,1.55,1.38,145.23,4.38
bin_libsmbsharemodes_vc6314.aig,1.53,2.64,144.23,2.59
bin_libsmbsharemodes_vc6315.aig,0.88,1.33,153.18,1.0
bin_libsmbsharemodes_vc6316.aig,1.18,1.64,158.19,4.68
bin_libsmbsharemodes_vc6318.aig,1.86,1.08,118.91,4.21
bin_libsmbsharemodes_vc6324.aig,0.74,1.93,117.34,1.63
bin_libsmbsharemodes_vc6325.aig,0.91,1.46,127.67,2.18
bin_libsmbsharemodes_vc6326.aig,0.94,1.97,109.91,1.07
bin_libsmbsharemodes_vc6327.aig,1.56,1.66,131.94,1.78
bin_libsmbsharemodes_vc6328.aig,1.03,1.73,129.44,2.13
bin_libsmbsharemodes_vc6331.aig,2.36,1.28,124.6,4.8
bin_libsmbsharemodes_vc6332.aig,1.07,1.58,128.4,1.44
bin_libsmbsharemodes_vc6333.aig,1.17,1.4,121.64,4.09
bin_libsmbsharemodes_vc6334.aig,1.05,1.4,83.34,1.22
bin_libsmbsharemodes_vc6335.aig,1.49,2.33,85.76,1.58
bin_libsmbsharemodes_vc6336.aig,1.2,1.19,82.68,1.83
bin_libsmbsharemodes_vc6338.aig,1.66,1.44,87.56,3.29
bin_libsmbsharemodes_vc6339.aig,1.81,1.79,72.77,2.56
bin_libsmbsharemodes_vc6340.aig,1.14,0.82,54.34,2.61
bin_libsmbsharemodes_vc6341.aig,1.58,2.14,60.66,1.42
bin_libsmbsharemodes_vc6343.aig,0.85,1.15,59.5,2.86
bin_libsmbsharemodes_vc6344.aig,1.65,0.94,53.88,1.47
bin_libsmbsharemodes_vc6345.aig,1.26,1.03,64.59,3.68
bin_libsmbsharemodes_vc6346.aig,0.65,2.27,44.85,2.6
bin_libsmbsharemodes_vc6347.aig,49.24,1.54,35.24,3.72
bin_libsmbsharemodes_vc6348.aig,0.81,0.78,34.61,0.81
bin_libsmbsharemodes_vc6845.aig,0.51,0.55,24.4,0.3
bin_libsmbsharemodes_vc6847.aig,0.59,0.36,22.43,0.3
bin_libsmbsharemodes_vc7059.aig,0.63,1.02,29.52,1.45
bin_libsmbsharemodes_vc7060.aig,1.29,0.81,31.21,0.5
bin_libsmbsharemodes_vc7064.aig,0.79,0.56,34.56,0.99
bin_libsmbsharemodes_vc7067.aig,0.74,0.75,35.09,1.11
bin_libsmbsharemodes_vc7068.aig,0.76,0.89,33.06,0.57
bin_libsmbsharemodes_vc7069.aig,0.86,0.93,37.52,2.11
bin_libsmbsharemodes_vc7071.aig,0.72,0.92,40.52,1.31
bin_libsmbsharemodes_vc7072.aig,0.83,0.86,39.72,1.37
bin_libsmbsharemodes_vc7073.aig,0.86,0.95,42.37,0.7
bin_libsmbsharemodes_vc7074.aig,0.87,0.88,36.09,0.89
bin_libsmbsharemodes_vc7078.aig,0.79,0.9,34.0,0.64
bin_libsmbsharemodes_vc7082.aig,0.87,0.97,41.06,1.39
bin_libsmbsharemodes_vc7084.aig,0.86,0.83,33.42,0.61
bin_libsmbsharemodes_vc7086.aig,0.8,0.74,36.46,0.85
bin_libsmbsharemodes_vc7087.aig,1.28,1.12,35.17,1.1
bin_libsmbsharemodes_vc7089.aig,0.67,0.77,40.27,1.05
bin_libsmbsharemodes_vc7092.aig,0.61,0.68,34.32,1.15
bin_libsmbsharemodes_vc7093.aig,0.87,0.79,35.97,1.31
bin_libsmbsharemodes_vc7094.aig,1.96,0.85,38.79,1.53
bin_libsmbsharemodes_vc7098.aig,1.43,1.06,46.11,1.6
bin_libsmbsharemodes_vc7099.aig,1.09,1.2,40.79,0.67
bin_libsmbsharemodes_vc7100.aig,1.75,1.24,41.44,0.65
bin_libsmbsharemodes_vc7101.aig,0.9,0.66,41.36,0.94
bin_libsmbsharemodes_vc7102.aig,1.91,0.88,37.55,0.45
bin_libsmbsharemodes_vc7104.aig,0.98,1.03,35.72,1.53
bin_libsmbsharemodes_vc7105.aig,0.99,1.45,42.14,1.81
bin_libsmbsharemodes_vc7106.aig,1.12,0.92,30.23,1.38
bin_libsmbsharemodes_vc7107.aig,0.54,0.86,35.7,0.79
bin_libsmbsharemodes_vc7108.aig,1.37,1.0,32.34,0.41
bin_libsmbsharemodes_vc7109.aig,1.27,0.99,32.87,1.05
bin_libsmbsharemodes_vc7110.aig,0.79,0.87,29.84,0.61
bin_libsmbsharemodes_vc7111.aig,1.55,2.2,42.38,1.93
bin_libsmbsharemodes_vc7112.aig,1.99,2.06,37.62,1.45
bin_libsmbsharemodes_vc7113.aig,1.03,1.2,42.12,1.15
bin_libsmbsharemodes_vc7114.aig,2.67,2.07,46.81,3.03
bin_libsmbsharemodes_vc7115.aig,1.15,1.68,58.13,2.23
bin_libsmbsharemodes_vc7116.aig,1.06,1.18,67.19,2.18
bin_libsmbsharemodes_vc7117.aig,1.47,2.38,59.97,2.58
bin_libsmbsharemodes_vc7118.aig,1.24,2.15,44.26,0.68
bin_libsmbsharemodes_vc7119.aig,1.19,1.83,39.57,1.7
bin_libsmbsharemodes_vc7120.aig,0.96,1.19,47.91,1.25
bin_libsmbsharemodes_vc7121.aig,1.49,1.58,50.5,1.22
bin_libsmbsharemodes_vc7122.aig,1.27,1.19,39.86,2.91
bin_libsmbsharemodes_vc7123.aig,1.04,1.16,41.93,5.11
bin_libsmbsharemodes_vc7124.aig,1.47,1.38,41.15,0.98
bin_libsmbsharemodes_vc7125.aig,1.19,1.51,34.63,2.32
bin_libsmbsharemodes_vc7126.aig,1.78,1.79,44.69,2.03
bin_libsmbsharemodes_vc7128.aig,1.31,1.16,37.57,1.49
bin_libsmbsharemodes_vc7129.aig,1.16,1.91,38.5,2.63
bin_libsmbsharemodes_vc7130.aig,1.07,1.6,52.08,1.17
bin_libsmbsharemodes_vc7131.aig,1.46,1.78,86.4,2.63
bin_libsmbsharemodes_vc7132.aig,1.06,1.39,93.49,0.87
bin_libsmbsharemodes_vc7133.aig,1.15,1.33,96.71,2.64
bin_libsmbsharemodes_vc7135.aig,1.54,1.72,94.45,1.9
bin_libsmbsharemodes_vc7136.aig,1.67,3.69,106.95,3.25
bin_libsmbsharemodes_vc7137.aig,2.4,2.36,121.43,2.06
bin_libsmbsharemodes_vc7138.aig,2.01,1.68,100.61,2.23
bin_libsmbsharemodes_vc7139.aig,1.2,1.77,93.73,2.75
bin_libsmbsharemodes_vc7140.aig,2.91,1.81,99.94,1.71
bin_libsmbsharemodes_vc7143.aig,1.99,2.33,150.37,1.45
bin_libsmbsharemodes_vc7225.aig,0.46,0.28,49.64,0.43
bin_libsmbsharemodes_vc7271.aig,0.34,0.24,50.78,0.18
bin_libsmbsharemodes_vc7281.aig,0.45,0.53,44.36,0.86
bin_libsmbsharemodes_vc7285.aig,0.42,0.44,49.32,0.18
bin_libsmbsharemodes_vc7286.aig,0.54,0.46,45.41,0.19
bin_libsmbsharemodes_vc7288.aig,0.6,0.43,50.38,0.19
bin_libsmbsharemodes_vc7290.aig,0.38,0.32,44.17,0.18
bin_libsmbsharemodes_vc7296.aig,0.41,0.43,56.47,0.86
bin_libsmbsharemodes_vc7297.aig,0.47,0.46,57.06,0.82
bin_libsmbsharemodes_vc7299.aig,0.67,0.42,57.83,0.19
bin_libsmbsharemodes_vc7317.aig,0.52,0.52,57.98,0.3
bin_libsmbsharemodes_vc7345.aig,0.56,0.4,49.8,0.25
bin_libsmbsharemodes_vc7611.aig,1.3,2.14,121.31,3.71
bin_libsmbsharemodes_vc7623.aig,2.65,1.09,116.52,1.98
bin_libsmbsharemodes_vc7636.aig,4.52,2.18,144.08,2.91
bin_libsmbsharemodes_vc7637.aig,1.97,2.29,109.21,1.92
bin_libsmbsharemodes_vc7639.aig,2.42,1.45,108.45,2.8
bin_libsmbsharemodes_vc7640.aig,1.78,1.64,103.42,2.63
bin_libsmbsharemodes_vc7643.aig,1.67,1.88,150.45,2.47
bin_libsmbsharemodes_vc7644.aig,1.99,2.21,173.9,3.45
bin_libsmbsharemodes_vc7645.aig,1.53,2.04,166.34,3.45
bin_libsmbsharemodes_vc7647.aig,2.39,4.16,200.69,7.21
bin_libsmbsharemodes_vc7649.aig,1.3,1.11,124.0,1.58
bin_libsmbsharemodes_vc7650.aig,1.67,1.36,92.04,1.47
bin_libsmbsharemodes_vc7651.aig,1.85,1.1,107.14,1.78
bin_libsmbsharemodes_vc7652.aig,0.92,1.05,68.07,1.08
bin_libsmbsharemodes_vc7653.aig,1.42,2.72,120.51,4.37
bin_libsmbsharemodes_vc7654.aig,2.6,2.99,124.4,4.82
bin_libsmbsharemodes_vc7655.aig,2.73,2.45,110.25,5.44
bin_libsmbsharemodes_vc7656.aig,288.89,3.92,137.63,4.21
bin_libsmbsharemodes_vc7657.aig,3.96,3.15,106.43,5.01
bin_libsmbsharemodes_vc7658.aig,2.0,3.15,138.08,4.29
bin_libsmbsharemodes_vc7659.aig,2.32,4.45,137.29,4.39
bin_libsmbsharemodes_vc7660.aig,1.96,4.1,140.64,6.36
bin_libsmbsharemodes_vc7661.aig,1.64,1.35,108.81,2.53
bin_libsmbsharemodes_vc7662.aig,1.97,3.15,114.41,2.29
bin_libsmbsharemodes_vc7663.aig,2.02,3.2,93.53,5.22
bin_libsmbsharemodes_vc7664.aig,2.34,2.31,85.56,7.14
bin_libsmbsharemodes_vc7665.aig,1.92,2.59,80.89,5.19
bin_libsmbsharemodes_vc7666.aig,1.59,2.5,79.45,1.6
bin_libsmbsharemodes_vc7667.aig,1.78,2.21,89.06,1.71
bin_libsmbsharemodes_vc7668.aig,1.86,2.44,86.08,4.16
bin_libsmbsharemodes_vc7670.aig,2.14,2.82,75.82,3.06
bin_libsmbsharemodes_vc7671.aig,1.94,1.89,101.78,3.84
bin_libsmbsharemodes_vc7672.aig,1.9,3.83,80.25,4.51
bin_libsmbsharemodes_vc7673.aig,1.47,4.31,86.04,8.03
bin_libsmbsharemodes_vc7674.aig,3.1,3.76,53.3,5.17
bin_libsmbsharemodes_vc7675.aig,1.97,2.51,72.1,2.37
bin_libsmbsharemodes_vc7676.aig,1.73,3.09,61.39,4.27
bin_libsmbsharemodes_vc7677.aig,1.99,2.86,58.87,2.97
bin_libsmbsharemodes_vc7678.aig,2.41,4.82,82.47,4.11
bin_libsmbsharemodes_vc7679.aig,2.65,2.25,65.73,5.32
bin_libsmbsharemodes_vc7680.aig,2.6,2.06,66.52,3.9
bin_libsmbsharemodes_vc7681.aig,2.42,4.08,65.62,6.43
bin_libsmbsharemodes_vc7682.aig,3.03,2.89,66.66,2.53
bin_libsmbsharemodes_vc7684.aig,3.22,4.04,73.89,6.48
bin_libsmbsharemodes_vc7685.aig,3.4,4.11,86.0,2.97
bin_libsmbsharemodes_vc7686.aig,2.45,3.18,107.56,7.17
bin_libsmbsharemodes_vc7687.aig,2.01,4.13,132.93,10.23
bin_libsmbsharemodes_vc7688.aig,2.26,1.99,77.85,2.58
bin_libsmbsharemodes_vc7689.aig,2.88,2.3,117.96,3.86
bin_libsmbsharemodes_vc7690.aig,2.32,1.81,86.28,2.47
bin_libsmbsharemodes_vc7691.aig,2.98,1.16,102.98,1.92
bin_libsmbsharemodes_vc7692.aig,2.3,2.5,100.13,2.66
bin_libsmbsharemodes_vc7693.aig,4.06,4.22,147.22,7.59
bin_libsmbsharemodes_vc7694.aig,3.69,3.71,167.57,6.43
bin_libsmbsharemodes_vc7695.aig,4.35,3.8,193.92,5.99
bin_libsmbsharemodes_vc7696.aig,3.1,4.16,185.73,5.9
bin_libsmbsharemodes_vc7697.aig,2.97,5.39,176.81,3.0
bin_libsmbsharemodes_vc7698.aig,2.66,4.11,164.61,8.46
bin_libsmbsharemodes_vc7699.aig,106.41,5.35,162.42,4.34
bin_libsmbsharemodes_vc7700.aig,4.19,7.07,164.06,7.94
bin_libsmbsharemodes_vc7701.aig,3.39,3.45,158.27,8.58
bin_libsmbsharemodes_vc7702.aig,2.83,7.16,172.09,10.36
bin_libsmbsharemodes_vc7703.aig,4.9,4.31,200.17,6.18
bin_libsmbsharemodes_vc7704.aig,4.18,4.92,210.44,6.8
bin_libsmbsharemodes_vc7705.aig,2.28,3.26,186.28,6.68
bin_libsmbsharemodes_vc7706.aig,2.65,4.81,194.28,5.87
bin_libsmbsharemodes_vc7707.aig,3.03,4.7,215.62,5.64
bin_libsmbsharemodes_vc7708.aig,4.39,5.19,234.33,8.07
bin_libsmbsharemodes_vc7710.aig,2.12,1.82,129.03,2.63
bin_libsmbsharemodes_vc7711.aig,8.23,5.3,235.4,5.3
bin_libsmbsharemodes_vc7713.aig,3.05,2.68,150.91,5.78
bin_libsmbsharemodes_vc7714.aig,1.71,3.92,160.85,5.44
bin_libsmbsharemodes_vc7717.aig,1.22,2.83,127.96,2.57
bin_libsmbsharemodes_vc7718.aig,2.11,5.17,196.4,9.61
bin_libsmbsharemodes_vc7721.aig,4.43,5.85,190.69,4.06
bin_libsmbsharemodes_vc7727.aig,2.27,3.15,130.45,0.85
bin_libsmbsharemodes_vc7730.aig,2.62,3.2,159.98,5.47
bin_libsmbsharemodes_vc7733.aig,1.94,3.15,143.75,2.6
bin_libsmbsharemodes_vc7750.aig,3.41,5.33,158.3,7.09
bit-counting.aig,0.06,0.04,0.08,0.0
bit-reversal.aig,0.05,0.08,0.06,0.0
bitops0.aig,0.07,0.1,0.11,0.0
bitops1.aig,0.05,0.05,0.08,0.0
bitops2.aig,0.09,0.07,0.08,0.0
bitops3.aig,0.08,0.98,0.07,0.01
bitops4.aig,0.07,0.08,0.08,0.0
bitops5.aig,0.07,0.07,0.09,0.0
bitops7.aig,0.04,0.07,0.1,0.0
bitrev0032.aig,0.06,0.06,0.06,0.0
bitrev0064.aig,0.13,0.05,0.05,0.0
bitrev0128.aig,0.07,0.06,0.07,0.0
bitrev0256.aig,0.06,0.07,0.11,0.0
bitrev0512.aig,0.05,0.06,0.04,0.0
bitrev1024.aig,0.15,0.07,0.11,0.0
bitrev2048.aig,0.06,0.06,0.1,0.0
bitrev4096.aig,0.58,0.05,0.06,0.0
bitrev8192.aig,0.09,0.05,0.06,0.0
bitvec0.aig,0.04,0.05,0.11,0.0
bitvec1.aig,0.11,0.04,0.12,0.0
bitvec2.aig,0.09,0.05,0.06,0.0
bitvec3.aig,0.69,0.08,0.08,0.0
bitvec4.aig,0.07,0.06,0.09,0.0
bitvec5.aig,0.56,0.12,0.08,0.0
bitvec6.aig,0.04,0.06,0.11,0.0
bitvec7.aig,0.03,0.06,0.11,0.0
bitvec8.aig,0.07,0.09,0.09,0.0
bj08amba2g1.aig,0.1,0.06,0.09,0.0
bj08amba2g4f3.aig,failed,4.68,13.28,9.03
bj08amba3g1.aig,0.83,0.08,0.53,0.09
bj08amba5g62.aig,1.73,0.14,6.46,0.35
bj08aut82.aig,0.12,0.06,0.13,0.0
bj08vendingcycle.aig,0.11,0.05,0.3,0.01
bob05.aig,80.02,13.51,308.56,timeout
bob12s09.aig,failed,2565.13,timeout,1371.24
bob2.aig,0.13,0.09,0.64,0.01
bob3.aig,12.92,3.7,2.79,1.5
bob9234specand.aig,0.04,0.06,0.08,0.0
bobcount.aig,1.27,0.18,0.11,0.04
boblivea.aig,91.07,3.08,8.43,6.03
boblivear.aig,185.33,7.58,5.56,35.45
bobmiterbm1or.aig,0.69,0.05,0.1,0.0
bobsmi2c.aig,46.47,8.47,29.64,13.9
bobsynth13.aig,0.17,0.07,0.2,0.02
bobsynthand.aig,0.08,0.1,0.1,0.24
bobsynthor.aig,0.26,0.11,38.3,0.35
bobtuint24.aig,0.09,0.09,0.22,0.0
bobtuttt.aig,failed,timeout,233.97,timeout
bobunr2p10d40l.aig,75.61,0.3,5.87,0.16
brpp1.aig,0.05,0.07,0.43,0.04
bv8.aig,0.13,0.04,0.1,0.0
bvlt.aig,0.08,0.04,0.06,0.0
catchconv-15803.aig,0.06,0.05,0.09,0.0
cmu.dme1.B.aig,failed,timeout,2.18,349.16
cmu.dme2.B.aig,failed,1371.4,5.55,309.87
cmu.gigamax.B.aig,0.17,0.08,0.19,0.01
cmu.periodic.N.aig,22.89,44.29,0.49,22.66
cmudme2.aig,failed,1245.55,4.45,278.02
commute04.sf.aig,0.06,0.04,0.73,0.0
commute08.sf.aig,0.68,0.08,0.07,0.0
commute16.sf.aig,0.08,0.06,0.1,0.0
commute32.sf.aig,0.09,0.1,0.1,0.0
commute48.sf.aig,0.05,0.05,0.09,0.0
commute64.sf.aig,0.08,0.05,0.09,0.0
convert-jpg2gif-query-1139.aig,0.05,0.07,1.5,0.0
convert-jpg2gif-query-1140.aig,0.07,0.07,1.36,0.0
convert-jpg2gif-query-1141.aig,0.05,0.05,0.08,0.0
convert-jpg2gif-query-1142.aig,0.08,0.09,1.55,0.01
convert-jpg2gif-query-1143.aig,0.06,0.06,1.05,0.01
convert-jpg2gif-query-1144.aig,0.05,0.09,1.05,0.01
convert-jpg2gif-query-1145.aig,0.09,0.07,1.33,0.0
convert-jpg2gif-query-1146.aig,0.6,0.06,1.09,0.01
convert-jpg2gif-query-1147.aig,0.05,0.06,0.99,0.01
convert-jpg2gif-query-1148.aig,0.06,0.07,1.15,0.01
convert-jpg2gif-query-1149.aig,0.05,0.06,0.93,0.01
convert-jpg2gif-query-1150.aig,0.07,0.07,1.37,0.01
convert-jpg2gif-query-1151.aig,0.58,0.06,1.43,0.01
convert-jpg2gif-query-1152.aig,0.05,0.05,0.82,0.01
convert-jpg2gif-query-1153.aig,0.06,0.06,1.62,0.01
convert-jpg2gif-query-1154.aig,0.05,0.06,1.45,0.01
convert-jpg2gif-query-1155.aig,0.05,0.06,0.79,0.0
convert-jpg2gif-query-1156.aig,0.07,0.06,1.48,0.01
convert-jpg2gif-query-1157.aig,0.06,0.04,1.68,0.0
convert-jpg2gif-query-1158.aig,0.06,0.07,1.23,0.01
convert-jpg2gif-query-1159.aig,0.7,0.04,1.61,0.0
convert-jpg2gif-query-1160.aig,0.06,0.05,1.61,0.0
convert-jpg2gif-query-1161.aig,0.07,0.07,1.56,0.01
convert-jpg2gif-query-1162.aig,0.06,0.07,1.39,0.01
convert-jpg2gif-query-1163.aig,0.06,0.05,1.68,0.0
convert-jpg2gif-query-1164.aig,0.15,0.06,1.62,0.0
convert-jpg2gif-query-1165.aig,0.06,0.06,1.73,0.01
convert-jpg2gif-query-1166.aig,0.08,0.05,1.11,0.01
convert-jpg2gif-query-1167.aig,0.06,0.06,1.66,0.0
convert-jpg2gif-query-1168.aig,0.06,0.05,1.6,0.0
convert-jpg2gif-query-1169.aig,0.05,0.06,1.43,0.01
convert-jpg2gif-query-1170.aig,0.05,0.06,1.55,0.01
convert-jpg2gif-query-1171.aig,0.06,0.08,1.23,0.0
convert-jpg2gif-query-1172.aig,0.08,0.06,1.05,0.01
convert-jpg2gif-query-1173.aig,0.06,0.07,1.15,0.01
convert-jpg2gif-query-1174.aig,0.05,0.07,1.34,0.01
convert-jpg2gif-query-1175.aig,0.06,0.05,1.69,0.01
convert-jpg2gif-query-1176.aig,0.07,0.07,1.23,0.01
convert-jpg2gif-query-1177.aig,0.2,0.13,16.1,0.04
convert-jpg2gif-query-1178.aig,0.13,0.14,22.89,0.06
convert-jpg2gif-query-1179.aig,0.13,0.11,22.74,0.04
convert-jpg2gif-query-1180.aig,0.14,0.1,22.76,0.03
convert-jpg2gif-query-1181.aig,0.13,0.17,25.05,0.06
convert-jpg2gif-query-1182.aig,0.14,0.19,25.99,0.11
convert-jpg2gif-query-1183.aig,0.17,0.18,23.84,0.06
convert-jpg2gif-query-1184.aig,0.14,0.18,25.82,0.06
convert-jpg2gif-query-1185.aig,0.1,0.15,25.07,0.06
convert-jpg2gif-query-1188.aig,0.13,0.15,23.15,0.07
convert-jpg2gif-query-1189.aig,0.66,0.19,21.0,0.06
convert-jpg2gif-query-1190.aig,0.54,0.15,23.14,0.05
convert-jpg2gif-query-1191.aig,0.13,0.16,22.44,0.06
convert-jpg2gif-query-1192.aig,0.15,0.17,25.76,0.06
convert-jpg2gif-query-1193.aig,0.13,0.17,22.56,0.09
convert-jpg2gif-query-1194.aig,0.11,0.19,25.32,0.09
convert-jpg2gif-query-1195.aig,0.14,0.17,24.08,0.1
convert-jpg2gif-query-1196.aig,0.16,0.18,22.21,0.1
convert-jpg2gif-query-1197.aig,0.15,0.15,22.09,0.07
convert-jpg2gif-query-1198.aig,0.15,0.88,22.41,0.09
convert-jpg2gif-query-1199.aig,0.13,0.11,24.81,0.05
convert-jpg2gif-query-1200.aig,0.13,0.14,23.23,0.09
convert-jpg2gif-query-1201.aig,0.12,0.2,21.77,0.11
convert-jpg2gif-query-1202.aig,0.12,0.2,24.32,0.09
convert-jpg2gif-query-1203.aig,0.14,0.12,22.96,0.05
convert-jpg2gif-query-1204.aig,0.14,0.16,25.09,0.1
convert-jpg2gif-query-1205.aig,0.07,0.08,0.07,0.0
convert-jpg2gif-query-1206.aig,0.14,0.1,23.11,0.06
convert-jpg2gif-query-1207.aig,0.08,0.16,20.18,0.11
convert-jpg2gif-query-1208.aig,0.28,0.19,23.2,0.09
convert-jpg2gif-query-1209.aig,0.07,0.05,0.1,0.0
convert-jpg2gif-query-1210.aig,0.04,0.05,0.08,0.0
convert-jpg2gif-query-1211.aig,0.04,0.05,0.08,0.0
convert-jpg2gif-query-1212.aig,0.56,0.07,0.08,0.0
convert-jpg2gif-query-1213.aig,0.07,0.06,0.08,0.0
convert-jpg2gif-query-1214.aig,0.1,0.06,0.08,0.0
convert-jpg2gif-query-1215.aig,0.11,0.06,0.08,0.0
convert-jpg2gif-query-1216.aig,0.11,0.05,0.07,0.0
convert-jpg2gif-query-1217.aig,0.05,0.04,0.07,0.0
convert-jpg2gif-query-1218.aig,0.03,0.06,0.09,0.0
convert-jpg2gif-query-1219.aig,0.04,0.06,0.08,0.0
convert-jpg2gif-query-1221.aig,0.06,0.06,0.08,0.0
convert-jpg2gif-query-1222.aig,0.04,0.06,0.09,0.0
convert-jpg2gif-query-1223.aig,0.06,0.05,0.06,0.0
convert-jpg2gif-query-1224.aig,0.06,0.04,0.08,0.0
convert-jpg2gif-query-1225.aig,0.05,0.05,0.08,0.0
convert-jpg2gif-query-1226.aig,0.07,0.09,0.09,0.0
convert-jpg2gif-query-1227.aig,0.06,0.09,0.08,0.0
convert-jpg2gif-query-1228.aig,0.05,0.06,0.09,0.0
convert-jpg2gif-query-1229.aig,0.1,0.06,0.07,0.0
convert-jpg2gif-query-1230.aig,0.06,0.13,0.06,0.0
convert-jpg2gif-query-1231.aig,0.07,0.1,0.08,0.0
convert-jpg2gif-query-1232.aig,0.11,0.05,0.08,0.0
convert-jpg2gif-query-1233.aig,0.11,0.09,0.08,0.0
convert-jpg2gif-query-1234.aig,0.04,0.04,0.1,0.0
convert-jpg2gif-query-1235.aig,0.05,0.06,0.09,0.0
convert-jpg2gif-query-1236.aig,0.08,0.06,0.08,0.0
convert-jpg2gif-query-1237.aig,0.11,0.06,0.07,0.0
convert-jpg2gif-query-1238.aig,0.67,0.08,0.08,0.0
convert-jpg2gif-query-1239.aig,0.07,0.07,0.09,0.0
convert-jpg2gif-query-1240.aig,0.04,0.04,0.07,0.0
convert-jpg2gif-query-1241.aig,0.14,0.06,0.07,0.0
convert-jpg2gif-query-1242.aig,0.06,0.06,0.08,0.0
convert-jpg2gif-query-1243.aig,0.05,0.05,0.08,0.0
convert-jpg2gif-query-1246.aig,0.06,0.05,0.08,0.0
convert-jpg2gif-query-1247.aig,0.12,0.07,0.07,0.0
convert-jpg2gif-query-1274.aig,0.1,0.04,0.06,0.0
convert-jpg2gif-query-1275.aig,0.06,0.06,0.09,0.0
convert-jpg2gif-query-1283.aig,0.04,0.08,0.09,0.0
convert-jpg2gif-query-1284.aig,0.57,0.05,0.07,0.0
convert-jpg2gif-query-1292.aig,0.04,0.06,0.09,0.0
convert-jpg2gif-query-1293.aig,0.08,0.06,0.09,0.0
convert-jpg2gif-query-1301.aig,0.09,0.06,0.08,0.0
